传感器串号,时间是否重复,间隔时间,间隔类型,间隔单位,重复就省略,单位,变量类型,制造商,模块,房间编号,房间类型,楼层,面积,体积,家庭编号,时间,数据
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-26 14:00:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-26 13:30:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-26 13:00:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-26 12:30:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-26 12:00:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-26 11:30:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-26 11:00:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-26 10:30:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-26 10:00:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-26 09:30:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-26 09:00:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-26 08:30:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-26 08:00:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-26 07:30:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-26 07:00:00,16
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-26 06:30:00,16
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-26 06:00:00,15
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-26 05:30:00,16
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-26 05:00:00,16
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-26 04:30:00,16
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-26 04:00:00,16
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-26 03:30:00,16
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-26 03:00:00,16
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-26 02:30:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-26 02:00:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-26 01:30:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-26 01:00:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-26 00:30:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-26 00:00:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 23:30:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-25 23:00:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-12-01 13:30:00,13
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-12-01 13:00:00,13
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-12-01 12:30:00,13
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-12-01 12:00:00,13
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-12-01 11:30:00,13
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-12-01 11:00:00,13
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-12-01 10:30:00,13
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-12-01 10:00:00,13
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-12-01 09:30:00,13
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-12-01 09:00:00,13
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-12-01 08:30:00,13
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-12-01 08:00:00,13
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-12-01 07:30:00,13
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-12-01 07:00:00,13
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-12-01 06:30:00,13
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-12-01 06:00:00,13
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-12-01 05:30:00,13
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-12-01 05:00:00,13
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-12-01 04:30:00,13
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-12-01 04:00:00,12
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-12-01 03:30:00,12
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-12-01 03:00:00,12
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-12-01 02:30:00,12
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-12-01 02:00:00,12
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-12-01 01:30:00,12
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-12-01 01:00:00,12
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-12-01 00:30:00,12
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-12-01 00:00:00,12
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-30 23:30:00,12
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-30 23:00:00,12
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-30 22:30:00,12
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-30 22:00:00,12
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-30 21:30:00,12
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-30 21:00:00,12
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-30 20:30:00,12
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-30 20:00:00,12
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-30 19:30:00,12
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-30 19:00:00,12
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-30 18:30:00,12
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-30 18:00:00,13
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-30 17:30:00,13
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-30 17:00:00,13
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-30 16:30:00,13
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-30 16:00:00,13
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-30 15:30:00,13
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-29 16:30:00,16
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-29 16:00:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-29 15:30:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-29 15:00:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-29 14:30:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-29 14:00:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-29 13:30:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-29 13:00:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-29 12:30:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-29 12:00:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-29 11:30:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-29 11:00:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-29 10:30:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-29 10:00:00,20
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-29 09:30:00,20
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-29 09:00:00,20
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-29 08:30:00,20
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-29 08:00:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-29 07:30:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-29 07:00:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-29 06:30:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-29 06:00:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-29 05:30:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-29 05:00:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-29 04:30:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-29 04:00:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-29 03:30:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-29 03:00:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-29 02:30:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-29 02:00:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-29 01:30:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-29 01:00:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-29 00:30:00,20
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-29 00:00:00,20
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-28 23:30:00,20
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-28 23:00:00,20
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-28 22:30:00,20
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-28 22:00:00,20
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-28 21:30:00,20
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-28 21:00:00,20
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-28 20:30:00,20
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-28 20:00:00,20
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-28 19:30:00,20
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-28 19:00:00,20
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-28 18:30:00,20
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-27 19:30:00,20
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-27 19:00:00,20
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-27 18:30:00,20
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-27 18:00:00,20
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-27 17:30:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-27 17:00:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-27 16:30:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-27 16:00:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-27 15:30:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-27 15:00:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-27 14:30:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-27 14:00:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-27 13:30:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-27 13:00:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-27 12:30:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-27 12:00:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-27 11:30:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-27 11:00:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-27 10:30:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-27 10:00:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-27 09:30:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-27 09:00:00,20
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-27 08:30:00,20
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-27 08:00:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-27 07:30:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-27 07:00:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-27 06:30:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-27 06:00:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-27 05:30:00,17
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-27 05:00:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-27 04:30:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-27 04:00:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-27 03:30:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-27 03:00:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-27 02:30:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-27 02:00:00,18
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-27 01:30:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-27 01:00:00,19
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-27 00:30:00,20
sensor1,FALSE,30,FixedInterval,Minute,FALSE,C,Air temperature,Onset,Hobo U12,Space13,Bathroom,1,4.75,10.925,Building01,2013-11-27 00:00:00,20
